text,label,theme,sentiment,date,source,Facility
"The appointment was 4 months away from the date I called to schedule.  They put me on a waiting list.  I called approximately 1 time per week to see if there were any cancellations.  Never were until finally a little over a month earlier than the original scheduled appointment, there was an opening and I could go.",Negative,Wait Time,-0.75,9/23/2024,X/Twitter,Competition
"I emailed my PCP & it was intercepted by the advice nurse. I had written a detailed communication & the response was ""call the office so we can address your concerns "" If I wanted an advice nurse I wouldn't have emailed MY DOCTOR!!! Also, the advice nurse should have picked the phone & called me! VERY FRUSTRATING!",Negative,Communication,-0.75,8/18/2024,X/Twitter,Competition
"Again, I came earlier than I thought my appointment was a couple hours later and I said that's fine. I could have breakfast but they checked and they got me in within 20 minutes and squeeze me in between other people which was very kind. I would've waited but I was happy to get in early and have lunch at UC Davis.",Positive,"Wait Time (Early appointment, wait time minimized)",0.75,9/25/2024,Google,Competition
The Ortho Dept has a wonderful system.  I took a class prior to my first surgery so knew what to expect and what precautions to follow after surgery. All my questions were answered.  I was able to reach staff when I needed to talk to them.  Both the professionalism and the kindness I  experienced were outstanding.,Positive,"Staff, Communication",0.75,5/23/2025,Google,Competition
I left the office after 6:00 pm. Parking lot was almost empty. A very sketchy guy approached me for vehicle assistance. I felt unsafe and tried to return to the office but it was locked and no response to my knocking. No security around. Suggest security walk be available to walk patients to their cars after dark.,Negative,Safety,-0.75,1/19/2025,X/Twitter,Competition
"The Ortho department staffs collaboration for Florina's care was very good. However they can only do what is in their departement and are highly dependent on the Radiologies performance. I'd like to get a survey for the Radio department - lots to say about that, unfortunately not much positive about their admin...",Mixed,Staff (Ortho),0,1/18/2025,X/Twitter,Competition
"I was very impressed with Dr. Brodie and his assistant. They were very professional,,Dr. Brodie Spent time explaining my condition to me,answered questions in a very calm ,caring manner.  He is a great doctor.Unfortunately today  the system  sometimes doesn't seem to allow  doctors sufficient time with patients .",Mixed,Staff (specifically Dr. Brodie),0,10/20/2024,Yelp,Competition
"Nobody told me that the doctor was running late. I was seen approximately 30-40 minutes after my scheduled time, which is OK with me. I appreciate my doctor takes her time listening to me and working on solutions and I expect she is running late because she provides the same quality of care to her other patients.",Mixed,Communication,0,12/18/2024,X/Twitter,Competition
"Nurse and assistant are VERY different. It concerns me that you lump us together. I'm an RN. BSN, CCRN (ret.).  I've had 6 years of college. I was an ICU nurse for 40 years before I became disabled by MS. It always offends me when assistants & office staff are referred to as ""nurses"" as if it's a throw-away term.",Negative,Staff (Category),-0.75,10/19/2024,Yelp,Competition
"I have bad experience to the medical assistant her name is Jenny R. . She was not nice and not friendly, I have been see doctors and their mardical assistant. This is the only one who is not nice and unfriendly medical assistant... UC Davis are all great only this lady who was not nice to me and to other patient.",Mixed,Staff,0,1/4/2025,Google,Competition
"Having experienced premalignant melanoma, I regularly get checkups and like my doctor.Only issue is that they do not schedule any annual appointments a year in advance like some doctor offices do. And during Covid, they did not contact me to schedule like the receptionist says they will for my annual appointment.",Mixed,Emotional Support (regarding long-term care and appointment scheduling),0,7/16/2024,X/Twitter,Competition
Scheduling the appointment was fairly easy after I had to complain about the difficulty of rescheduling an eye appointment at the Folsom office. It worked out for the best in the end anyway because I was able to schedule an appointment with Dr. Truong who was very knowledgeable and helpful during my appointment.,Positive,Scheduling (or Referral),0.75,1/8/2025,X/Twitter,Competition
Couldn't get the referral appointment within a reasonable time and in Sacramento area. Waiting time 3 months plus.If you are referring to a specialist please let specialists call with an appointment date rather patient make a call and specialist offer an appointment 3 months after. It is a nightmare to patients.,Negative,Referral,-0.75,2/21/2025,X/Twitter,Competition
"It was somewhat challenging scheduling the appt because the first call I received they didn't mention any of the instructions like needing a ride, not being able to drive, etc. I needed to fully understand the restrictions before I could select a date that would work. I had to speak with a nurse to get the info.",Negative,Referral,-0.75,9/20/2024,Google,Competition
"I normally have no issues with scheduling an appointment through the My UC Davis app, but for whatever reason, Dr Young wasn't listed as provider I could schedule with. That caused me to have to make an appointment by phone.  Not an issue, but not what I'm used to doing when making an appointment with Dr. Young.",Mixed,Appointment Scheduling (Other),0,6/19/2025,Google,Competition
